entry_id,file_id,att_id,hours,rate,amount,description,entry_date
BL-174696,MAT-1690,AT-008,2.4,300,720.0,Drafted motion,26-Jan-2025
BL-716301,MAT-1691,AT-003,1.5,250,,Research,11/10/23
BL-370881,MAT-1692,AT-001,4.0,300,"$1,200.00",Prepared discovery,1706862880
BL-402742,MAT-1693,AT-009,3.9,300,1170,Prepared discovery,10/04/22
BL-896183,MAT-1694,AT-005,2.6,300,780.0,Prepared discovery,01/02/23
BL-124820,MAT-1695,AT-003,1.7,300,510,Drafted motion,24/11/2025
BL-525530,MAT-1696,AT-001,4.8,300,1440.0,Research,2025-01-15
BL-859357,MAT-1697,AT-005,5.4,300,1620,Reviewed contract,05/06/22
BL-560451,MAT-1698,AT-003,4.1,250,,Client call,06/01/2025
BL-459107,MAT-1699,AT-007,7.3,375,2737.5,Client call,29-Jun-2021
BL-868049,MAT-1700,AT-001,4.5,300,"1,350",Reviewed contract,2023-09-11
BL-805719,MAT-1701,AT-006,9.2,375,"€3,450",Document review,22/05/24
BL-327982,MAT-1702,AT-007,2.9,300,870.0,Drafted motion,2025-05-04
BL-933368,MAT-1703,AT-003,0.8,375,,Court appearance,2023-03-01
BL-411926,MAT-1704,AT-001,9.5,300,2850.0,Prepared discovery,18-Jul-2024
BL-225639,MAT-1705,AT-008,3.5,375,1312.5,Court appearance,08/04/2023
BL-527550,MAT-1706,AT-001,3.7,300,"$1,110.00",Research,09/08/24
BL-383621,MAT-1707,AT-003,2.2,300,660.0,Reviewed contract,2024-04-23
BL-577553,MAT-1708,AT-008,2.1,250,,Negotiation,30-Jun-2024
BL-631273,MAT-1709,AT-010,2.3,300,,Negotiation,1712738080
BL-134580,MAT-1710,AT-002,5.1,300,"1,530",Negotiation,05/03/22
BL-627079,MAT-1711,AT-009,1.0,250,250.0,Drafted motion,25-May-2021
BL-280485,MAT-1712,AT-010,1.9,250,475.0,Client call,17/11/23
BL-588067,MAT-1713,AT-008,3.7,300,1110.0,Document review,1623832480
BL-784705,MAT-1714,AT-004,6.5,300,,Document review,1667291680
BL-675551,MAT-1715,AT-005,4.4,300,"$1,320",Drafted motion,2021-12-02
BL-515253,MAT-1716,AT-006,3.6,300,1080.0,Prepared discovery,20/04/23
BL-790685,MAT-1717,AT-010,5.9,250,,Prepared discovery,1743237280
BL-181159,MAT-1718,AT-007,6.3,375,,Reviewed contract,1709454880
BL-176399,MAT-1719,AT-001,1.9,375,,Court appearance,17-Mar-2022
BL-376339,MAT-1720,AT-005,1.3,375,487.5,Reviewed contract,1630571680
BL-587502,MAT-1721,AT-001,2.1,375,$787.50,Court appearance,2023-05-08
BL-315571,MAT-1722,AT-006,4.4,250,"$1,100",Client call,1684830880
BL-799974,MAT-1723,AT-005,7.8,300,"2,340",Reviewed contract,2024-04-08
BL-189157,MAT-1724,AT-010,6.1,300,,Research,12/09/21
BL-284488,MAT-1725,AT-003,6.9,300,2070.0,Drafted motion,1630053280
BL-633389,MAT-1726,AT-006,1.6,300,480.0,Prepared discovery,05/02/2022
BL-180927,MAT-1727,AT-007,6.2,250,1550.0,Prepared discovery,09-Mar-2025
BL-358749,MAT-1728,AT-009,2.9,375,1087,Negotiation,2024-01-25
BL-613759,MAT-1729,AT-007,4.1,300,"€1,230",Prepared discovery,08-Jan-2025
BL-981487,MAT-1730,AT-009,9.0,375,3375.0,Client call,1687509280
BL-713738,MAT-1731,AT-009,2.6,375,975.0,Document review,26/08/25
BL-594827,MAT-1732,AT-009,2.6,375,,Drafted motion,12/12/23
BL-993281,MAT-1733,AT-007,4.4,300,1320.0,Court appearance,22/04/2022
BL-123205,MAT-1734,AT-008,6.1,300,1830.0,Research,2024-07-31
BL-295471,MAT-1735,AT-003,5.1,300,,Reviewed contract,1655627680
BL-791025,MAT-1736,AT-001,3.2,250,800.0,Prepared discovery,11/10/22
BL-574589,MAT-1737,AT-002,3.0,375,1125,Drafted motion,1726389280
BL-964045,MAT-1738,AT-003,5.2,375,,Client call,03/09/22
BL-818524,MAT-1739,AT-007,9.9,375,"3,712",Document review,06-Jan-2021
BL-265468,MAT-1740,AT-008,8.3,375,,Prepared discovery,30/06/22
BL-514418,MAT-1741,AT-010,8.8,375,3300.0,Client call,1739608480
BL-282306,MAT-1742,AT-009,1.3,375,487.5,Research,1656405280
BL-178963,MAT-1743,AT-009,0.7,375,,Reviewed contract,2022-07-22
BL-375537,MAT-1744,AT-001,6.4,250,"$1,600",Court appearance,11/11/21
BL-381739,MAT-1745,AT-005,3.6,250,,Prepared discovery,16-Mar-2023
BL-242696,MAT-1746,AT-007,5.1,250,1275.0,Negotiation,2024-11-29
BL-939346,MAT-1747,AT-006,10.0,250,2500.0,Prepared discovery,1707986080
BL-748543,MAT-1748,AT-010,2.3,250,575.0,Negotiation,2024-06-30
BL-838849,MAT-1749,AT-007,3.7,375,,Drafted motion,1689928480
BL-281917,MAT-1750,AT-005,8.4,300,,Drafted motion,1724834080
BL-546793,MAT-1751,AT-001,9.5,300,,Negotiation,08/02/2024
BL-525831,MAT-1752,AT-007,7.6,300,,Drafted motion,2022-02-07
BL-322504,MAT-1753,AT-003,6.8,300,,Prepared discovery,2024-11-01
BL-711268,MAT-1754,AT-002,5.6,300,"$1,680.00",Research,15/11/23
BL-553646,MAT-1755,AT-010,7.1,375,"$2,662.50",Research,1625214880
BL-873235,MAT-1756,AT-007,6.7,300,,Research,2022-06-11
BL-725942,MAT-1757,AT-007,10.0,300,,Negotiation,23/08/23
BL-244610,MAT-1758,AT-004,4.1,300,"$1,230.00",Research,26/01/22
BL-572186,MAT-1759,AT-001,7.5,250,,Document review,2025-01-18
BL-992928,MAT-1760,AT-007,2.0,250,500,Drafted motion,17-Feb-2023
BL-842604,MAT-1761,AT-005,1.9,250,,Drafted motion,09-Feb-2021
BL-237562,MAT-1762,AT-002,8.2,375,3075.0,Negotiation,04/11/2024
BL-129628,MAT-1763,AT-004,2.9,250,725.0,Drafted motion,2023-05-17
BL-793775,MAT-1764,AT-003,6.1,300,"1,830",Client call,2021-10-31
BL-630701,MAT-1765,AT-004,2.7,300,"""810.00""",Drafted motion,13/10/25
BL-871801,MAT-1766,AT-006,1.3,250,,Research,10/04/22
BL-804724,MAT-1767,AT-005,10.0,250,,Negotiation,2025-06-25
BL-499210,MAT-1768,AT-004,9.3,250,,Research,2024-06-15
BL-835653,MAT-1769,AT-006,8.8,250,,Client call,03/05/22
BL-439368,MAT-1770,AT-005,1.5,300,450.0,Prepared discovery,2022-01-20
BL-517395,MAT-1771,AT-009,1.8,375,,Document review,2024-01-03
BL-282163,MAT-1772,AT-009,9.3,300,,Negotiation,1743669280
BL-700733,MAT-1773,AT-002,7.7,375,2887.5,Drafted motion,11-Jul-2023
BL-407586,MAT-1774,AT-010,6.2,250,,Document review,1707640480
BL-455165,MAT-1775,AT-002,2.4,375,$900,Court appearance,1744965280
BL-825962,MAT-1776,AT-005,8.6,250,2150.0,Court appearance,10-May-2025
BL-385951,MAT-1777,AT-004,2.7,375,,Reviewed contract,16/03/23
BL-501136,MAT-1778,AT-008,1.2,300,$360.00,Document review,17/03/2023
BL-889463,MAT-1779,AT-006,9.7,250,,Prepared discovery,24/04/2025
BL-417275,MAT-1780,AT-001,6.8,300,"2,040",Negotiation,1739781280
BL-247649,MAT-1781,AT-001,3.1,375,1162.5,Court appearance,2024-12-19
BL-745776,MAT-1782,AT-002,6.6,300,,Negotiation,28/02/2024
BL-503834,MAT-1783,AT-005,5.2,300,,Reviewed contract,08/12/20
BL-769187,MAT-1784,AT-006,3.8,250,950.0,Negotiation,16-Jan-2024
BL-510089,MAT-1785,AT-002,4.6,300,"€1,380",Client call,2022-11-19
BL-337706,MAT-1786,AT-010,8.8,250,"""2,200.00""",Court appearance,31-Mar-2023
BL-561380,MAT-1787,AT-007,8.3,375,3112.5,Reviewed contract,28-Aug-2022
BL-235820,MAT-1788,AT-006,9.4,250,"$2,350",Research,2023-09-20
BL-328661,MAT-1789,AT-009,3.6,300,1080.0,Prepared discovery,28/01/23
BL-221515,MAT-1790,AT-004,1.9,375,712.5,Court appearance,12-Mar-2023
BL-312517,MAT-1791,AT-006,5.6,375,2100.0,Research,16/06/2022
BL-585744,MAT-1792,AT-008,4.4,375,,Research,18/01/2023
BL-255220,MAT-1793,AT-003,3.7,375,,Document review,1724488480
BL-305676,MAT-1794,AT-007,4.3,375,"$1,612.50",Negotiation,2025-05-17
BL-946867,MAT-1795,AT-007,4.0,250,"""1,000.00""",Research,28/07/22
BL-734907,MAT-1796,AT-005,9.3,250,,Court appearance,10/03/2022
BL-453250,MAT-1797,AT-009,7.9,250,1975.0,Document review,2022-11-25
BL-736212,MAT-1798,AT-010,7.4,375,"""2,775.00""",Prepared discovery,31-Dec-2022
BL-227298,MAT-1799,AT-008,6.0,375,"$2,250.00",Document review,08/09/2024
BL-839050,MAT-1800,AT-002,3.0,250,,Research,2024-07-03
BL-707957,MAT-1801,AT-007,4.9,300,,Prepared discovery,04-Mar-2024
BL-618650,MAT-1802,AT-005,0.8,250,,Research,1736498080
BL-767543,MAT-1803,AT-008,9.9,250,"""2,475.00""",Client call,1699432480
BL-498836,MAT-1804,AT-004,1.0,300,300,Negotiation,20-Sep-2022
BL-180654,MAT-1805,AT-001,6.0,300,,Research,15-Aug-2021
BL-124236,MAT-1806,AT-008,2.1,250,525.0,Document review,28-May-2021
BL-861675,MAT-1807,AT-001,3.1,375,,Drafted motion,13/02/23
BL-690966,MAT-1808,AT-003,1.8,375,675.0,Prepared discovery,21/04/21
BL-748213,MAT-1809,AT-001,0.5,375,,Research,2025-09-01
BL-418610,MAT-1810,AT-008,2.9,375,,Negotiation,2024-12-05
BL-842699,MAT-1811,AT-006,10.0,300,,Prepared discovery,27/07/24
BL-827947,MAT-1812,AT-010,0.8,375,,Negotiation,26-Dec-2023
BL-428527,MAT-1813,AT-007,9.3,300,2790.0,Document review,25/02/25
BL-320973,MAT-1814,AT-004,7.9,375,"€2,962",Document review,16-Dec-2020
BL-169426,MAT-1815,AT-010,9.2,250,2300.0,Document review,09/10/2022
BL-244575,MAT-1816,AT-005,1.3,250,$325.00,Drafted motion,21-Jul-2023
BL-793613,MAT-1817,AT-005,8.1,250,,Client call,13/11/2023
BL-354894,MAT-1818,AT-005,9.3,250,,Negotiation,02/02/22
BL-313794,MAT-1819,AT-005,7.3,375,,Client call,2021-09-16
BL-894935,MAT-1820,AT-008,1.6,375,,Prepared discovery,03/04/2021
BL-267355,MAT-1821,AT-002,8.1,375,,Reviewed contract,16/12/20
BL-696615,MAT-1822,AT-003,9.6,250,,Court appearance,02/05/2023
BL-219004,MAT-1823,AT-002,6.8,250,,Reviewed contract,20/01/2025
BL-352702,MAT-1824,AT-007,10.0,375,3750.0,Negotiation,19-Nov-2025
BL-571577,MAT-1825,AT-010,8.9,250,"""2,225.00""",Research,2023-07-19
BL-172884,MAT-1826,AT-010,6.7,250,,Research,13/04/24
BL-648793,MAT-1827,AT-007,2.9,375,1087.5,Court appearance,03/01/25
BL-342789,MAT-1828,AT-009,7.2,375,2700.0,Prepared discovery,1754469280
BL-764456,MAT-1829,AT-006,6.4,300,1920.0,Research,11/11/2025
BL-773921,MAT-1830,AT-001,6.7,375,2512.5,Research,13/08/2021
BL-494587,MAT-1831,AT-010,2.8,300,840.0,Client call,2022-09-08
BL-501547,MAT-1832,AT-008,2.7,250,675,Prepared discovery,05/06/23
BL-897984,MAT-1833,AT-005,5.6,250,,Prepared discovery,1642149280
BL-510213,MAT-1834,AT-009,6.3,375,"2,362",Prepared discovery,06/08/2024
BL-461852,MAT-1835,AT-006,7.5,250,1875.0,Drafted motion,28-Nov-2025
BL-811514,MAT-1836,AT-005,3.4,300,1020.0,Document review,2023-03-01
BL-568276,MAT-1837,AT-005,1.0,250,,Negotiation,03/11/25
BL-278322,MAT-1838,AT-002,7.4,300,,Negotiation,2024-01-29
BL-240454,MAT-1839,AT-006,7.9,375,2962.5,Client call,13/09/22
BL-284493,MAT-1840,AT-001,7.1,250,"€1,775",Reviewed contract,18/08/24
BL-632885,MAT-1841,AT-002,1.0,250,250,Negotiation,1734165280
BL-442603,MAT-1842,AT-006,8.9,250,"$2,225",Prepared discovery,2023-07-02
BL-774856,MAT-1843,AT-001,5.2,375,,Court appearance,07/08/21
BL-317944,MAT-1844,AT-001,8.1,250,2025,Research,1746347680
BL-558128,MAT-1845,AT-009,6.4,250,1600,Drafted motion,1735547680
BL-268169,MAT-1846,AT-002,8.6,250,,Document review,16-Nov-2023
BL-689003,MAT-1847,AT-003,6.6,300,1980.0,Court appearance,2023-12-15
BL-708230,MAT-1848,AT-003,6.2,375,2325.0,Research,07/03/2021
BL-869617,MAT-1849,AT-010,3.4,300,"""1,020.00""",Drafted motion,16-Sep-2021
BL-318146,MAT-1850,AT-008,4.6,250,,Negotiation,26/08/21
BL-465796,MAT-1851,AT-007,9.4,375,3525,Research,1668501280
BL-558194,MAT-1852,AT-007,6.0,375,2250,Research,2022-02-14
BL-437176,MAT-1853,AT-002,5.8,300,,Reviewed contract,12/09/2023
BL-533647,MAT-1854,AT-005,8.7,250,,Drafted motion,2023-10-27
BL-428220,MAT-1855,AT-010,1.8,300,540.0,Court appearance,05-Feb-2023
BL-273740,MAT-1856,AT-007,3.0,375,1125.0,Negotiation,16/06/2022
BL-149398,MAT-1857,AT-005,7.0,300,"€2,100",Reviewed contract,13/01/22
BL-631856,MAT-1858,AT-003,5.3,250,1325.0,Document review,1746520480
BL-446281,MAT-1859,AT-001,8.7,375,,Prepared discovery,06/10/25
BL-289283,MAT-1860,AT-006,2.2,250,550.0,Client call,09/10/2022
BL-956703,MAT-1861,AT-005,3.0,300,900.0,Prepared discovery,27-Feb-2023
BL-853862,MAT-1862,AT-002,8.9,300,"2,670",Negotiation,2024-06-10
BL-430421,MAT-1863,AT-002,1.7,375,,Research,16/05/2024
BL-352077,MAT-1864,AT-009,3.5,375,,Client call,23-Jan-2024
BL-698192,MAT-1865,AT-010,6.5,375,"2,438",Drafted motion,28/06/23
BL-465090,MAT-1866,AT-010,7.3,250,"€1,825",Prepared discovery,01-Nov-2022
BL-183013,MAT-1867,AT-003,9.9,375,3712.5,Reviewed contract,1753000480
BL-799785,MAT-1868,AT-005,7.7,300,2310.0,Client call,2021-08-15
BL-401078,MAT-1869,AT-010,4.5,250,,Court appearance,23/02/2021
BL-739799,MAT-1870,AT-002,9.3,250,"$2,325.00",Research,01-Mar-2022
BL-734561,MAT-1871,AT-007,6.5,250,1625.0,Negotiation,2022-04-13
BL-988035,MAT-1872,AT-006,6.4,300,"€1,920",Client call,13-Jun-2024
BL-729597,MAT-1873,AT-005,2.1,250,,Document review,02/01/2025
BL-408709,MAT-1874,AT-002,8.8,250,,Court appearance,2024-02-14
BL-973630,MAT-1875,AT-008,5.7,250,,Research,28-Jan-2024
BL-425931,MAT-1876,AT-002,3.7,250,$925,Reviewed contract,13-Sep-2022
BL-975470,MAT-1877,AT-008,7.7,250,"1,925",Negotiation,2021-04-10
BL-999274,MAT-1878,AT-007,1.4,375,525.0,Court appearance,17/08/22
BL-897378,MAT-1879,AT-006,8.3,250,2075.0,Document review,1625128480
BL-989016,MAT-1880,AT-010,3.5,300,"$1,050",Research,1669365280
BL-872864,MAT-1881,AT-001,7.1,375,"$2,662",Prepared discovery,13/12/2020
BL-979550,MAT-1882,AT-002,8.3,300,"$2,490.00",Document review,2022-07-26
BL-992254,MAT-1883,AT-009,6.6,300,1980.0,Court appearance,22/03/25
BL-846209,MAT-1884,AT-004,3.9,250,975,Prepared discovery,07-Oct-2025
BL-714839,MAT-1885,AT-007,6.0,300,"€1,800",Negotiation,07/10/2024
BL-374049,MAT-1886,AT-004,5.8,375,"$2,175",Court appearance,17-Oct-2024
BL-694635,MAT-1887,AT-009,7.1,300,,Drafted motion,1721637280
BL-841064,MAT-1888,AT-009,5.2,250,1300.0,Drafted motion,2022-10-09
BL-225814,MAT-1889,AT-004,2.7,300,810.0,Research,31/12/20
BL-311850,MAT-1890,AT-002,3.0,250,€750,Document review,2025-06-18
BL-801669,MAT-1891,AT-008,8.8,250,"2,200",Prepared discovery,05/03/2023
BL-536479,MAT-1892,AT-004,2.8,375,,Negotiation,2021-08-29
BL-982564,MAT-1893,AT-009,7.4,250,1850.0,Prepared discovery,13/12/2024
BL-248598,MAT-1894,AT-003,8.9,300,,Document review,03/01/23
BL-433507,MAT-1895,AT-002,6.2,375,,Drafted motion,04-Aug-2023
BL-598923,MAT-1896,AT-002,8.1,250,"€2,025",Document review,15/02/2025
BL-719922,MAT-1897,AT-001,0.6,375,225.0,Prepared discovery,20/01/23
BL-388351,MAT-1898,AT-002,5.2,375,1950.0,Drafted motion,2022-11-23
BL-350146,MAT-1899,AT-008,5.2,300,1560.0,Client call,2024-06-22
BL-980413,MAT-1900,AT-006,7.5,300,,Prepared discovery,2024-01-21
BL-622206,MAT-1901,AT-004,2.6,300,,Drafted motion,12/08/24
BL-896979,MAT-1902,AT-003,0.9,375,,Research,1613032480
BL-746205,MAT-1903,AT-007,5.8,300,1740.0,Court appearance,1733560480
BL-573624,MAT-1904,AT-001,6.5,300,1950.0,Prepared discovery,2025-09-03
BL-963446,MAT-1905,AT-003,3.0,300,,Court appearance,29-Jun-2023
BL-800258,MAT-1906,AT-004,4.2,375,1575.0,Prepared discovery,07-Apr-2025
BL-145956,MAT-1907,AT-002,1.5,300,,Document review,10/07/2022
BL-442070,MAT-1908,AT-001,6.1,375,"2,288",Drafted motion,13/03/2021
BL-713894,MAT-1909,AT-010,2.9,300,870,Document review,18/10/21
BL-468889,MAT-1910,AT-005,4.9,250,1225,Reviewed contract,19-Apr-2024
BL-231648,MAT-1911,AT-002,4.8,300,"1,440",Court appearance,16/08/2024
BL-101987,MAT-1912,AT-005,8.2,300,"""2,460.00""",Drafted motion,09-Jan-2021
BL-419985,MAT-1913,AT-007,7.1,300,2130.0,Negotiation,08-Mar-2024
BL-875152,MAT-1914,AT-006,2.0,250,500,Court appearance,2024-03-31
BL-687474,MAT-1915,AT-010,2.7,250,$675.00,Document review,01/08/2024
BL-408014,MAT-1916,AT-003,1.2,375,,Drafted motion,30/08/2024
BL-747447,MAT-1917,AT-008,3.7,375,"$1,388",Client call,1655714080
BL-607209,MAT-1918,AT-003,7.6,300,2280.0,Drafted motion,21/11/23
BL-369888,MAT-1919,AT-002,2.1,300,,Reviewed contract,25/11/21
BL-388415,MAT-1920,AT-002,2.3,300,$690,Prepared discovery,27/11/24
BL-145683,MAT-1921,AT-008,3.3,250,$825,Negotiation,2023-12-25
BL-807568,MAT-1922,AT-001,8.6,250,,Prepared discovery,08/08/2024
BL-796298,MAT-1923,AT-009,9.1,300,2730.0,Client call,2024-08-25
BL-100674,MAT-1924,AT-009,3.7,375,1387,Client call,30-Apr-2022
BL-815533,MAT-1925,AT-009,9.0,250,2250.0,Court appearance,25/08/2024
BL-732938,MAT-1926,AT-005,8.1,300,,Drafted motion,03/11/2021
BL-463505,MAT-1927,AT-009,5.9,375,2212.5,Drafted motion,17/12/2022
BL-750489,MAT-1928,AT-005,2.2,250,,Negotiation,01/05/21
BL-399167,MAT-1929,AT-003,7.9,250,1975.0,Court appearance,27/06/2024
BL-881406,MAT-1930,AT-006,3.7,300,,Client call,1731400480
BL-846887,MAT-1931,AT-002,7.8,300,"$2,340.00",Prepared discovery,2022-05-31
BL-968902,MAT-1932,AT-010,6.9,250,"$1,725",Prepared discovery,14/04/24
BL-968173,MAT-1933,AT-001,8.7,375,"€3,262",Drafted motion,06/02/22
BL-217012,MAT-1934,AT-007,2.3,250,575.0,Document review,15/04/2022
BL-787167,MAT-1935,AT-008,7.8,250,,Document review,28/06/24
BL-979765,MAT-1936,AT-010,7.5,300,2250.0,Drafted motion,27-Feb-2025
BL-619840,MAT-1937,AT-010,8.2,375,3075.0,Court appearance,21/07/22
BL-418020,MAT-1938,AT-002,5.9,375,"$2,212",Prepared discovery,12-Apr-2023
BL-783096,MAT-1939,AT-010,3.9,250,,Negotiation,2023-10-07
BL-472939,MAT-1940,AT-003,8.3,375,,Client call,1749544480
BL-616952,MAT-1941,AT-009,6.0,250,1500.0,Court appearance,2023-08-24
BL-660845,MAT-1942,AT-001,1.0,300,$300,Document review,1760949280
BL-508789,MAT-1943,AT-001,1.6,250,400.0,Client call,16-May-2025
BL-984589,MAT-1944,AT-008,4.0,250,"$1,000",Reviewed contract,1761208480
BL-886852,MAT-1945,AT-009,3.8,300,,Client call,20/08/22
BL-675343,MAT-1946,AT-005,8.6,300,,Drafted motion,28-Sep-2021
BL-940883,MAT-1947,AT-006,5.3,300,1590.0,Client call,2021-02-02
BL-282490,MAT-1948,AT-010,8.1,375,3037.5,Prepared discovery,1730622880
BL-240612,MAT-1949,AT-006,8.3,250,,Prepared discovery,2022-07-30
BL-880073,MAT-1950,AT-004,9.6,375,"$3,600",Drafted motion,16/08/25
BL-343767,MAT-1951,AT-008,0.7,250,,Court appearance,13-Jul-2021
BL-684050,MAT-1952,AT-003,6.9,250,"$1,725",Prepared discovery,09-Sep-2022
BL-990093,MAT-1953,AT-007,3.7,375,1387.5,Document review,2023-02-23
BL-553505,MAT-1954,AT-010,1.4,300,420.0,Research,1659342880
BL-454761,MAT-1955,AT-004,3.9,375,"$1,462",Document review,11/01/25
BL-368055,MAT-1956,AT-007,4.5,300,,Prepared discovery,1735029280
BL-508777,MAT-1957,AT-002,5.2,375,"$1,950.00",Negotiation,15-Aug-2022
BL-888114,MAT-1958,AT-006,9.4,250,,Document review,2021-11-10
BL-477510,MAT-1959,AT-010,7.9,300,,Prepared discovery,1699778080
BL-658262,MAT-1960,AT-001,4.1,250,,Negotiation,1749890080
BL-141944,MAT-1961,AT-004,3.3,375,1237.5,Negotiation,1725352480
BL-148640,MAT-1962,AT-002,3.8,300,,Client call,09-Dec-2020
BL-294121,MAT-1963,AT-002,1.4,375,$525,Research,2024-05-07
BL-197924,MAT-1964,AT-006,0.7,375,€262,Document review,20/09/2024
BL-927272,MAT-1965,AT-001,7.2,300,2160.0,Reviewed contract,10-Dec-2022
BL-652916,MAT-1966,AT-006,9.0,375,"""3,375.00""",Client call,11-Jul-2023
BL-764427,MAT-1967,AT-009,4.8,375,,Negotiation,1662971680
BL-372568,MAT-1968,AT-003,3.8,300,,Prepared discovery,2022-05-17
BL-866737,MAT-1969,AT-005,2.5,375,937,Prepared discovery,1623573280
BL-640154,MAT-1970,AT-005,6.1,300,"€1,830",Research,28/07/2025
BL-772006,MAT-1971,AT-007,9.1,300,2730.0,Prepared discovery,2021-08-22
BL-896258,MAT-1972,AT-009,1.5,375,562,Reviewed contract,15/11/2022
BL-807435,MAT-1973,AT-010,3.0,250,750.0,Drafted motion,05/03/21
BL-942489,MAT-1974,AT-005,4.4,250,1100.0,Prepared discovery,26/04/23
BL-560434,MAT-1975,AT-002,0.7,250,175,Prepared discovery,01/11/2021
BL-771748,MAT-1976,AT-007,2.3,250,575.0,Negotiation,14-Dec-2023
BL-313814,MAT-1977,AT-003,0.9,375,337.5,Client call,2023-10-23
BL-168263,MAT-1978,AT-005,3.5,300,,Document review,1624782880
BL-265375,MAT-1979,AT-010,8.4,375,3150.0,Document review,09/07/25
BL-548128,MAT-1980,AT-008,3.6,250,900.0,Court appearance,25/09/22
BL-843608,MAT-1981,AT-009,9.0,300,"$2,700.00",Reviewed contract,2025-07-09
BL-972912,MAT-1982,AT-004,8.9,250,"2,225",Negotiation,2025-10-05
BL-654724,MAT-1983,AT-005,4.4,300,1320,Reviewed contract,28/10/22
BL-598911,MAT-1984,AT-004,9.7,250,2425.0,Court appearance,1622709280
BL-461796,MAT-1985,AT-010,2.1,300,630.0,Court appearance,2025-08-27
BL-519130,MAT-1986,AT-010,9.2,300,2760.0,Negotiation,12/04/2024
BL-822510,MAT-1987,AT-008,1.0,375,,Client call,1741250080
BL-499798,MAT-1988,AT-002,5.7,300,"1,710",Drafted motion,25/11/25
BL-950156,MAT-1989,AT-008,0.9,300,270.0,Reviewed contract,2021-04-08
BL-256936,MAT-1990,AT-003,1.8,250,,Prepared discovery,24/12/21
BL-743875,MAT-1991,AT-001,3.5,375,,Reviewed contract,2025-03-27
BL-869590,MAT-1992,AT-007,5.9,300,1770,Drafted motion,1763714080
BL-745918,MAT-1993,AT-009,9.1,250,"$2,275.00",Reviewed contract,20/03/2021
BL-419727,MAT-1994,AT-002,1.3,300,,Client call,25/03/21
BL-879809,MAT-1995,AT-003,3.9,375,,Court appearance,23-Jun-2024
BL-631491,MAT-1996,AT-007,1.7,300,$510.00,Prepared discovery,2025-04-23
BL-920789,MAT-1997,AT-003,8.2,300,"2,460",Document review,04-Jul-2021
BL-442716,MAT-1998,AT-001,9.7,375,,Document review,2021-10-10
BL-985510,MAT-1999,AT-009,6.8,250,,Research,30/03/2021
BL-152849,MAT-2000,AT-006,7.1,300,"$2,130",Research,27/11/25
BL-364064,MAT-2001,AT-003,4.5,250,1125.0,Research,1732869280
BL-759928,MAT-2002,AT-006,3.2,300,960.0,Negotiation,21/03/25
BL-102496,MAT-2003,AT-003,0.7,250,175.0,Client call,2022-06-20
BL-346526,MAT-2004,AT-002,7.9,300,"€2,370",Negotiation,14-Jul-2023
BL-422146,MAT-2005,AT-009,8.9,250,"$2,225.00",Negotiation,23/10/22
BL-744812,MAT-2006,AT-001,0.9,300,,Court appearance,17/08/2024
BL-505477,MAT-2007,AT-007,4.2,300,"1,260",Court appearance,2024-12-09
BL-763504,MAT-2008,AT-003,9.5,375,,Court appearance,09/04/2022
BL-173473,MAT-2009,AT-001,2.9,375,1087,Negotiation,25/03/2025
BL-443561,MAT-2010,AT-005,9.9,300,"""2,970.00""",Document review,23-Oct-2021
BL-590496,MAT-2011,AT-008,7.3,250,"€1,825",Client call,2022-01-23
BL-461310,MAT-2012,AT-004,2.9,300,,Client call,1652171680
BL-907144,MAT-2013,AT-004,1.9,250,475,Negotiation,13-Aug-2021
BL-369545,MAT-2014,AT-009,6.5,250,,Negotiation,02-Feb-2021
BL-549152,MAT-2015,AT-005,3.8,300,1140.0,Reviewed contract,2024-11-09
BL-262868,MAT-2016,AT-002,8.6,250,,Court appearance,03-Aug-2023
BL-476547,MAT-2017,AT-004,5.8,375,2175.0,Prepared discovery,17-Sep-2024
BL-927811,MAT-2018,AT-006,7.4,250,,Research,30/09/23
BL-238942,MAT-2019,AT-009,6.2,375,"""2,325.00""",Court appearance,05-May-2021
BL-417997,MAT-2020,AT-010,9.1,250,,Reviewed contract,03/07/2021
BL-673758,MAT-2021,AT-001,1.6,250,400.0,Negotiation,03/05/2022
BL-181776,MAT-2022,AT-006,6.9,300,2070.0,Reviewed contract,2025-05-12
BL-182822,MAT-2023,AT-006,7.6,375,2850.0,Drafted motion,08/05/22
BL-172491,MAT-2024,AT-006,2.8,300,840.0,Prepared discovery,04-Nov-2022
BL-671849,MAT-2025,AT-008,8.8,300,2640.0,Research,1757752480
BL-311804,MAT-2026,AT-010,4.8,375,"""1,800.00""",Research,16/10/2025
BL-889792,MAT-2027,AT-003,1.6,300,,Drafted motion,14/09/2025
BL-969751,MAT-2028,AT-002,1.1,375,412.5,Document review,2024-04-07
BL-245900,MAT-2029,AT-008,5.1,250,1275,Reviewed contract,1644741280
BL-693347,MAT-2030,AT-005,1.9,375,,Court appearance,2022-05-24
BL-974735,MAT-2031,AT-009,2.1,250,525,Prepared discovery,1610440480
BL-872369,MAT-2032,AT-004,7.1,250,1775.0,Drafted motion,2024-03-08
BL-581079,MAT-2033,AT-006,2.7,375,1012.5,Negotiation,24-Jun-2025
BL-991845,MAT-2034,AT-003,4.6,300,1380.0,Prepared discovery,1659861280
BL-802821,MAT-2035,AT-005,7.4,250,,Document review,20/10/24
BL-974228,MAT-2036,AT-009,8.8,250,,Court appearance,17/02/23
