client_id,company_name,industry,annual_revenue,contact_phone,created_at
CL-1633,Banking Holdings Corp,Telecommunications,"66,715,496",557.917.5620,07-Oct-2024
CL-1634,Insurance Systems,Manufacturing,75044121,688.806.3090,04/03/19
CL-1635,Banking Holdings Corp,Aerospace,"""98,364,126.00""",924-996-5081,02-Sep-2018
CL-1636,Technology Partners,Technology,"$97,430,982",512.850.2424,2015-12-15
CL-1637,Finance International,Healthcare,"""12,352,822.00""",767-704-1175,1498984479
CL-1638,Healthcare Partners,Banking,"€83,716,588",207.931.7962,16/09/2023
CL-1639,Transportation International,Pharmaceuticals,"""24,463,164.00""",(336) 726-6788,30-Dec-2024
CL-1640,Pharmaceuticals Group LLC,Transportation,"""16,819,626.00""",+1-694-500-5337,02-Aug-2022
CL-1641,Real Estate International,Transportation,"$8,717,080.00",830.671.6382,06/11/21
CL-1642,Healthcare Partners,Automotive,"27,513,965",(726) 357-7729,20/11/24
CL-1643,Technology Holdings Corp,Manufacturing,"""25,452,059.00""",+1-311-649-8198,28-Oct-2019
CL-1644,Technology Solutions Inc,Retail,"€53,955,068",+1-539-232-3626,1613118879
CL-1645,Insurance Systems,Real Estate,44605688,+1-713-943-7370,01/06/17
CL-1646,Insurance Systems,Automotive,"""7,984,668.00""",639-811-1131,2018-03-26
CL-1647,Finance Systems,Aerospace,"""26,079,956.00""",+1-985-317-5317,2023-01-16
CL-1648,Retail International,Finance,"$31,787,425",+1-610-239-5486,2024-06-27
CL-1649,Telecommunications Holdings Corp,Energy,30766168,690-262-9353,26-Jan-2022
CL-1650,Banking Partners,Manufacturing,"$43,928,316",241.200.1854,22/04/2025
CL-1651,Technology Partners,Finance,"$45,866,590.00",+1-299-885-1223,05/06/22
CL-1652,Energy Solutions Inc,Aerospace,"€18,513,454",+1-816-323-1672,2018-10-12
CL-1653,Technology Systems,Manufacturing,"€28,111,862",+1-357-244-3094,09-Nov-2019
CL-1654,Energy Solutions Inc,Transportation,"57,237,786",+1-222-370-5491,1576744479
CL-1655,Telecommunications Solutions Inc,Construction,"59,753,131",593-775-7393,2017-06-03
CL-1656,Aerospace Systems,Retail,"69,826,270",924.937.9602,24/09/2020
CL-1657,Automotive International,Retail,"€40,170,544",351.484.3178,26/05/2025
CL-1658,Manufacturing Systems,Pharmaceuticals,"$50,541,127.00",+1-922-762-5326,2022-03-14
CL-1659,Banking Holdings Corp,Retail,"35,358,021",873-996-2743,30/08/25
CL-1660,Aerospace Systems,Retail,"$21,889,845",947.943.8109,01/11/20
CL-1661,Construction Group LLC,Construction,"€77,458,200",(384) 863-5621,03/05/2020
CL-1662,Healthcare Partners,Finance,62072308,+1-302-941-9630,1533803679
CL-1663,Construction Solutions Inc,Healthcare,"$18,740,771.00",(474) 346-1221,20/01/23
CL-1664,Aerospace Partners,Insurance,42256515,358.449.1915,2022-02-13
CL-1665,Healthcare International,Technology,"$20,036,775",224-432-7998,1761726879
CL-1666,Healthcare Group LLC,Finance,"$38,824,471.00",830.541.2939,1635669279
CL-1667,Finance Systems,Aerospace,"€21,162,191",508.839.5702,10-May-2018
CL-1668,Transportation Group LLC,Construction,43984033,(657) 938-8838,07/03/24
CL-1669,Finance Partners,Finance,43857838,692.910.7782,1587198879
CL-1670,Telecommunications Partners,Telecommunications,"$72,969,231",+1-593-285-7911,2016-08-17
CL-1671,Telecommunications Partners,Manufacturing,"""15,784,930.00""",569.997.3283,03/03/25
CL-1672,Finance Solutions Inc,Banking,"$51,661,928.00",(912) 634-7089,14/08/2017
CL-1673,Manufacturing Group LLC,Finance,"$33,889,491.00",+1-782-626-3452,1734856479
CL-1674,Insurance Systems,Real Estate,"$39,489,493",+1-261-857-1526,1722760479
CL-1675,Construction Holdings Corp,Banking,"€68,360,178",432.633.3569,29/05/22
CL-1676,Retail Partners,Automotive,"$76,067,208.00",909.679.8821,20/01/19
CL-1677,Energy Group LLC,Pharmaceuticals,"$15,549,320.00",(571) 817-6496,2024-09-01
CL-1678,Insurance Holdings Corp,Automotive,"€75,046,763",(233) 446-5410,2023-07-30
CL-1679,Technology Solutions Inc,Healthcare,"38,903,378",399.522.7400,1621240479
CL-1680,Insurance Group LLC,Telecommunications,79809362,688.800.1612,2016-11-29
CL-1681,Pharmaceuticals Systems,Insurance,"97,442,757",728.946.9573,13-Jan-2024
CL-1682,Transportation Systems,Automotive,"33,092,885",821-276-3496,01/07/2023
CL-1683,Real Estate Holdings Corp,Healthcare,"$40,675,858.00",486.790.6952,11-Jan-2024
CL-1684,Transportation Partners,Insurance,17638464,240-572-5696,18-Jun-2019
CL-1685,Manufacturing Solutions Inc,Manufacturing,"""68,906,443.00""",+1-898-243-1934,2020-10-16
CL-1686,Aerospace Partners,Finance,30937437,885-295-6716,2021-06-26
CL-1687,Healthcare Partners,Banking,"""27,772,544.00""",266-524-6610,03-May-2021
CL-1688,Finance Partners,Telecommunications,"""86,928,388.00""",(781) 232-7230,2023-06-12
CL-1689,Pharmaceuticals Partners,Insurance,"$34,832,435",285.345.2134,1537173279
CL-1690,Transportation Holdings Corp,Pharmaceuticals,8213167,+1-550-971-5864,1729413279
CL-1691,Energy Holdings Corp,Banking,"$53,229,213.00",(774) 811-4253,10-Aug-2016
CL-1692,Real Estate Group LLC,Transportation,"€43,467,541",(616) 469-9531,2024-07-25
CL-1693,Banking International,Energy,"$81,657,252",(556) 414-4131,09-Aug-2021
CL-1694,Real Estate Systems,Banking,"""56,573,350.00""",560.755.7977,28-Mar-2021
CL-1695,Finance International,Aerospace,"€52,212,562",905.896.8167,2022-08-23
CL-1696,Transportation Partners,Aerospace,"67,626,341",(757) 302-8276,06/06/17
CL-1697,Healthcare Group LLC,Energy,17702129,(622) 860-7484,27-Nov-2021
CL-1698,Transportation Partners,Construction,"$1,558,017.00",215.226.3512,10/03/21
CL-1699,Telecommunications Partners,Retail,83714079,+1-252-791-8030,12-Aug-2018
CL-1700,Retail Solutions Inc,Energy,"€68,680,235",+1-790-601-5263,2024-07-06
CL-1701,Insurance International,Pharmaceuticals,"€4,733,713",(756) 280-7265,28-Nov-2018
CL-1702,Transportation Group LLC,Pharmaceuticals,"$27,015,276",943.998.7194,01/11/19
CL-1703,Healthcare Solutions Inc,Construction,"$80,979,598.00",+1-345-489-5292,18/06/24
CL-1704,Insurance Solutions Inc,Real Estate,"€10,875,199",278-415-7879,20/05/20
CL-1705,Finance Systems,Transportation,"$85,720,028.00",320-551-6681,14/01/19
CL-1706,Healthcare Group LLC,Transportation,"$4,966,837.00",+1-730-724-3496,30-Oct-2019
CL-1707,Banking Systems,Healthcare,36915393,404.294.6710,09/10/2022
CL-1708,Finance Group LLC,Technology,"53,724,203",+1-984-801-6105,1725698079
CL-1709,Technology Holdings Corp,Banking,15436339,639.404.6782,2019-01-11
CL-1710,Energy Holdings Corp,Aerospace,"""87,583,583.00""",+1-607-230-2878,22/11/19
CL-1711,Manufacturing Holdings Corp,Pharmaceuticals,"$43,205,153.00",526.904.1178,20/06/2024
CL-1712,Aerospace Group LLC,Technology,"30,187,446",484-933-2225,07-Sep-2024
CL-1713,Insurance Partners,Automotive,7280294,+1-322-327-8418,05/10/2022
CL-1714,Pharmaceuticals International,Automotive,"$62,977,968",(612) 237-9740,1661502879
CL-1715,Technology Holdings Corp,Banking,"$47,415,774.00",769-993-6131,1620462879
CL-1716,Manufacturing International,Construction,"$4,930,993.00",210.342.2722,30/04/23
CL-1717,Transportation Holdings Corp,Banking,"$1,663,217.00",(465) 244-2815,13/02/2018
CL-1718,Finance Group LLC,Banking,"$62,833,270",526-351-7771,29/06/2024
CL-1719,Manufacturing Systems,Technology,"""31,310,459.00""",984.503.2356,2024-10-22
CL-1720,Automotive Systems,Retail,63834081,392.699.2712,29-Aug-2016
CL-1721,Telecommunications Solutions Inc,Construction,30364802,+1-663-835-9412,05-Oct-2021
CL-1722,Technology International,Pharmaceuticals,"$20,768,893.00",(962) 312-4941,1598949279
CL-1723,Technology Solutions Inc,Manufacturing,12283250,417-354-7503,12-Nov-2021
CL-1724,Pharmaceuticals Partners,Automotive,"$27,029,062",612-380-5520,17/07/22
CL-1725,Automotive Solutions Inc,Healthcare,"$36,725,839.00",+1-744-303-5513,1677659679
CL-1726,Construction Systems,Banking,"$67,460,815",408.555.5718,14/07/2023
CL-1727,Technology Systems,Banking,"€23,848,229",271.370.4069,1650616479
CL-1728,Technology Solutions Inc,Finance,"$92,161,075.00",(808) 560-8763,2017-04-24
CL-1729,Technology Group LLC,Pharmaceuticals,"$68,531,176",993.296.2638,18-Dec-2023
CL-1730,Real Estate Holdings Corp,Pharmaceuticals,"""62,572,485.00""",508-927-6467,08/09/25
CL-1731,Finance Holdings Corp,Pharmaceuticals,"5,147,955",958.912.8056,1675672479
CL-1732,Pharmaceuticals Systems,Transportation,"61,299,910",379.471.6715,06-Jan-2016
CL-1733,Telecommunications Systems,Aerospace,83190565,665.780.6685,1718613279
CL-1734,Aerospace International,Technology,"""41,754,622.00""",266-501-1255,2020-05-18
CL-1735,Energy Holdings Corp,Automotive,"$7,697,739",+1-558-490-9224,08/01/23
CL-1736,Healthcare Holdings Corp,Transportation,"""5,313,313.00""",454-894-7328,13/07/2020
CL-1737,Energy Systems,Aerospace,"€78,600,317",+1-986-404-5096,11-Apr-2024
CL-1738,Transportation Systems,Aerospace,74260153,647-298-3270,1697186079
CL-1739,Energy Partners,Real Estate,"$4,714,198.00",+1-985-631-2448,28/07/19
CL-1740,Aerospace Holdings Corp,Transportation,53701842,886-206-8582,2024-06-05
CL-1741,Construction Holdings Corp,Healthcare,"""65,621,527.00""",(262) 324-9369,04/02/2018
CL-1742,Transportation Systems,Retail,"""41,385,068.00""",+1-936-206-8945,17/10/2018
CL-1743,Retail Group LLC,Healthcare,"64,584,629",(654) 600-1911,25/07/25
CL-1744,Aerospace Systems,Construction,"$89,336,648.00",+1-642-349-1354,02/12/2018
CL-1745,Real Estate Holdings Corp,Real Estate,"90,595,102",704-576-5508,1726734879
CL-1746,Technology Partners,Automotive,"$76,726,861.00",794-510-1558,1624264479
CL-1747,Manufacturing International,Finance,"€29,290,431",(737) 599-9405,05/12/2021
CL-1748,Construction Group LLC,Banking,89374850,269-860-8925,11/06/22
CL-1749,Manufacturing International,Aerospace,"$55,193,609.00",+1-230-950-3607,1738226079
CL-1750,Insurance Systems,Insurance,"$15,150,817",(945) 593-7882,2015-12-18
CL-1751,Manufacturing International,Insurance,"$24,362,909.00",+1-915-660-7187,28-Mar-2022
CL-1752,Technology Group LLC,Pharmaceuticals,"22,755,295",(396) 288-1397,21-Dec-2020
CL-1753,Construction Solutions Inc,Telecommunications,"€25,871,129",945-857-9653,10-Mar-2018
CL-1754,Finance Solutions Inc,Construction,58379655,+1-272-782-2280,1540802079
CL-1755,Telecommunications Holdings Corp,Aerospace,"""31,067,619.00""",(457) 599-6863,17/08/2016
CL-1756,Energy International,Technology,"$74,275,043.00",(796) 682-5309,06/01/18
CL-1757,Retail International,Finance,"$90,031,467.00",(441) 705-2194,28/12/2015
CL-1758,Banking Solutions Inc,Technology,"5,778,162",430-865-6738,2020-04-08
CL-1759,Aerospace Partners,Telecommunications,"$75,154,752.00",+1-596-984-7180,2020-06-07
CL-1760,Aerospace Holdings Corp,Transportation,26990676,(259) 443-4801,28/12/2021
CL-1761,Automotive Systems,Insurance,"$8,634,795.00",329.649.3958,24-Dec-2024
CL-1762,Real Estate Systems,Energy,"$89,126,056.00",456-756-4372,1734942879
CL-1763,Telecommunications Holdings Corp,Insurance,"""71,711,829.00""",(914) 754-9248,03-Nov-2022
CL-1764,Finance International,Transportation,"41,928,246",+1-415-325-7101,2017-07-09
CL-1765,Automotive Holdings Corp,Construction,"""79,952,257.00""",286-261-5572,1626165279
CL-1766,Energy Group LLC,Retail,"€72,469,858",512.232.9872,02/04/2025
CL-1767,Banking International,Manufacturing,"€58,384,680",(953) 970-1935,1485160479
CL-1768,Telecommunications Holdings Corp,Insurance,"€52,176,016",443.335.1248,06/08/2020
CL-1769,Energy Solutions Inc,Aerospace,"""37,811,880.00""",(875) 456-1202,13/10/21
CL-1770,Real Estate Solutions Inc,Automotive,5966560,853-769-4569,25/10/2021
CL-1771,Real Estate Group LLC,Healthcare,38063466,+1-330-432-3858,2022-12-05
CL-1772,Telecommunications Partners,Pharmaceuticals,"43,591,907",934.433.1996,15/05/2025
CL-1773,Healthcare International,Healthcare,"$16,191,106.00",442.408.6337,09-Feb-2020
CL-1774,Aerospace Holdings Corp,Manufacturing,"""55,779,294.00""",+1-681-501-1510,12/07/2018
CL-1775,Retail Holdings Corp,Aerospace,"€97,068,750",+1-720-795-6636,1485765279
CL-1776,Retail International,Transportation,"78,099,930",(951) 628-9830,09-Oct-2018
CL-1777,Aerospace Holdings Corp,Construction,"""45,115,287.00""",(436) 666-6157,11-Feb-2023
CL-1778,Telecommunications Solutions Inc,Telecommunications,"88,688,458",+1-435-659-7862,1590741279
CL-1779,Technology Holdings Corp,Aerospace,"$43,123,474.00",+1-618-631-9274,1720341279
CL-1780,Energy Holdings Corp,Healthcare,"€96,480,058",303-329-1558,27/07/20
CL-1781,Energy Partners,Transportation,"€18,106,450",(770) 447-5806,2021-04-30
CL-1782,Energy Systems,Transportation,59477341,(916) 337-4005,1659774879
CL-1783,Telecommunications Systems,Finance,"$38,486,955.00",437.504.9082,03-Mar-2017
CL-1784,Insurance Group LLC,Manufacturing,"€6,628,343",948.415.8053,16-Sep-2016
CL-1785,Technology Holdings Corp,Healthcare,"$59,910,408",+1-495-465-2738,01/05/23
CL-1786,Finance Solutions Inc,Insurance,"6,334,488",(399) 206-9001,1571042079
CL-1787,Real Estate Holdings Corp,Construction,"$97,133,569.00",655.642.9081,01-Dec-2017
CL-1788,Healthcare Holdings Corp,Banking,"""69,056,464.00""",(664) 845-9402,1643445279
CL-1789,Retail International,Manufacturing,"$86,160,766.00",+1-451-340-7163,21/10/18
CL-1790,Real Estate Holdings Corp,Banking,"$27,652,012.00",(728) 940-4509,20/09/18
CL-1791,Technology International,Banking,"$85,694,927",+1-853-557-8933,1555490079
CL-1792,Telecommunications Partners,Manufacturing,"$13,956,471.00",973-982-5706,2023-05-21
CL-1793,Pharmaceuticals Solutions Inc,Manufacturing,"€94,545,539",331-992-8925,17-May-2021
CL-1794,Transportation Partners,Retail,"""76,464,898.00""",467-891-6203,08-Mar-2017
CL-1795,Banking Group LLC,Real Estate,"$86,398,202.00",+1-515-658-7714,2016-08-29
CL-1796,Finance International,Manufacturing,"$3,673,605.00",588.292.6460,27/09/2017
CL-1797,Retail Group LLC,Telecommunications,"€54,086,639",434.497.3644,2016-03-13
CL-1798,Telecommunications Solutions Inc,Insurance,54410254,243.360.5638,18-Dec-2016
CL-1799,Energy Group LLC,Pharmaceuticals,"$12,397,317.00",(716) 939-7805,2024-12-24
CL-1800,Construction International,Retail,"44,449,866",961.223.5950,26/01/2021
CL-1801,Energy Solutions Inc,Technology,"""55,536,785.00""",+1-694-491-9736,20-Jul-2019
CL-1802,Retail International,Real Estate,"$54,331,228",(657) 578-8811,2017-03-11
CL-1803,Retail Partners,Finance,"$34,550,279",+1-612-831-8758,1732437279
CL-1804,Finance Solutions Inc,Construction,"93,475,692",+1-616-205-5393,02-Jul-2019
CL-1805,Banking Partners,Real Estate,"€75,464,967",950-283-2721,2016-03-17
CL-1806,Healthcare Group LLC,Banking,"$59,733,846.00",+1-239-634-9113,01/02/2016
CL-1807,Technology Solutions Inc,Automotive,"€40,490,030",477.735.6281,07-Oct-2017
CL-1808,Aerospace Systems,Insurance,"""70,709,974.00""",683.673.4450,22/01/2019
CL-1809,Energy Group LLC,Manufacturing,"$64,148,560.00",+1-519-918-4074,01-Feb-2025
CL-1810,Real Estate International,Aerospace,"€9,961,986",(772) 431-6651,28/11/2021
CL-1811,Insurance Partners,Aerospace,"€76,311,217",+1-875-407-2269,09/10/19
CL-1812,Finance International,Healthcare,87547634,538-789-5542,01/04/17
CL-1813,Finance Group LLC,Finance,"$1,033,134.00",253-340-9383,19-Mar-2022
CL-1814,Telecommunications Partners,Retail,52744941,563.519.9552,02-Dec-2017
CL-1815,Real Estate Partners,Telecommunications,"92,988,480",+1-645-867-6704,1719563679
CL-1816,Transportation Group LLC,Telecommunications,"€51,225,060",210.400.8243,31-Oct-2023
CL-1817,Technology International,Transportation,"$82,439,883.00",862-481-8843,2022-10-11
CL-1818,Banking Partners,Construction,85857827,(377) 684-9938,28/09/20
CL-1819,Construction Solutions Inc,Energy,"€60,509,188",263.521.2597,09-Sep-2018
CL-1820,Manufacturing International,Banking,90187054,(883) 885-2007,26-Apr-2021
CL-1821,Automotive Holdings Corp,Real Estate,"27,666,834",619.377.1052,12-Feb-2018
CL-1822,Banking Solutions Inc,Construction,"$63,143,529.00",+1-292-386-2415,2024-11-06
CL-1823,Healthcare Systems,Real Estate,"€42,309,843",857.395.3174,13-Jun-2016
CL-1824,Energy Group LLC,Manufacturing,"$37,614,518",381-502-5249,06/12/2015
CL-1825,Pharmaceuticals International,Insurance,"$85,694,930",+1-237-799-7318,18-Feb-2018
CL-1826,Banking International,Manufacturing,"37,097,873",+1-991-415-5230,27/10/2024
CL-1827,Real Estate International,Finance,50966944,874.802.1554,08/07/19
CL-1828,Manufacturing Systems,Manufacturing,"""26,113,682.00""",+1-366-678-9958,28/10/2021
CL-1829,Energy Partners,Banking,"""34,900,011.00""",815-545-8906,1506155679
CL-1830,Energy International,Aerospace,"$23,015,192",+1-507-811-9586,05-Feb-2020
CL-1831,Insurance Group LLC,Technology,"$62,567,486",+1-671-200-3416,26/05/21
CL-1832,Healthcare Systems,Energy,"21,688,043",994-583-1081,28/02/2018
CL-1833,Real Estate Systems,Transportation,"$63,207,767",+1-981-298-7350,02-Dec-2017
CL-1834,Energy International,Aerospace,"€47,555,725",+1-958-800-1440,12-May-2020
CL-1835,Automotive International,Construction,"€54,442,916",+1-435-341-9191,2024-12-21
CL-1836,Finance Partners,Pharmaceuticals,39247237,891.692.1570,08/05/2022
CL-1837,Healthcare Holdings Corp,Insurance,89029193,+1-212-364-6226,2016-03-02
CL-1838,Insurance Solutions Inc,Energy,"€58,040,011",849.318.8377,2022-12-09
CL-1839,Insurance Partners,Telecommunications,"""21,184,631.00""",+1-924-804-5224,2025-10-05
CL-1840,Healthcare Partners,Automotive,"50,271,881",902-578-5134,11/04/2025
CL-1841,Manufacturing Partners,Technology,"""60,964,474.00""",851.236.2829,14/03/22
CL-1842,Healthcare Group LLC,Telecommunications,85949087,+1-481-553-8504,2020-04-21
CL-1843,Finance International,Automotive,"€52,259,494",280-545-5947,2020-02-03
CL-1844,Retail International,Insurance,"41,695,005",752.449.1800,08-Dec-2018
CL-1845,Pharmaceuticals Solutions Inc,Telecommunications,"€54,508,666",491-479-1082,22-Oct-2023
CL-1846,Insurance Systems,Aerospace,"$14,038,943",+1-218-926-6318,11/05/2023
CL-1847,Telecommunications Partners,Manufacturing,"""75,847,472.00""",548-527-6674,12/09/2025
CL-1848,Energy Solutions Inc,Technology,11550656,+1-774-553-2361,04-Oct-2018
CL-1849,Real Estate Solutions Inc,Pharmaceuticals,"$84,867,651",839-560-8070,13/04/19
CL-1850,Energy International,Finance,"$14,016,411",+1-416-313-5740,27-May-2021
CL-1851,Aerospace Holdings Corp,Transportation,"$49,744,480.00",880-903-6206,09-Oct-2018
CL-1852,Construction Group LLC,Transportation,"39,709,441",+1-542-981-8602,1760949279
CL-1853,Automotive International,Pharmaceuticals,"19,598,824",(715) 282-7697,01/01/2019
CL-1854,Automotive Systems,Manufacturing,"88,793,969",723-397-3644,1624350879
CL-1855,Technology Solutions Inc,Finance,28784045,+1-670-450-8268,13/05/2019
CL-1856,Real Estate Systems,Retail,"$1,923,862.00",898-893-7657,11/06/2017
CL-1857,Telecommunications Systems,Pharmaceuticals,"€59,857,308",(261) 499-7527,1591950879
CL-1858,Construction Holdings Corp,Finance,"$16,003,358",+1-575-622-6567,2017-09-28
CL-1859,Transportation Systems,Real Estate,"""33,846,895.00""",550.502.8285,08/05/2017
CL-1860,Telecommunications Holdings Corp,Finance,"""30,665,008.00""",777.571.5771,1450600479
CL-1861,Insurance Systems,Banking,"""20,666,405.00""",(593) 463-4734,10/01/2019
CL-1862,Banking International,Manufacturing,"55,471,544",374.552.3553,28/06/20
CL-1863,Real Estate Partners,Finance,"""90,757,409.00""",+1-430-516-4382,10-Feb-2025
CL-1864,Transportation Systems,Aerospace,"€71,345,971",407-572-1538,12-Apr-2023
CL-1865,Banking International,Construction,"8,512,810",735.453.5009,1604046879
CL-1866,Technology International,Aerospace,"$13,262,023",950.265.3171,04/07/2017
CL-1867,Healthcare International,Real Estate,"€43,796,441",(274) 401-8836,2016-12-24
CL-1868,Aerospace Partners,Retail,"77,414,081",+1-640-314-8252,24-Sep-2025
CL-1869,Real Estate Systems,Technology,45109233,726.490.5909,25/02/2020
CL-1870,Real Estate Solutions Inc,Pharmaceuticals,"""66,441,939.00""",+1-721-681-9122,2025-10-07
CL-1871,Pharmaceuticals International,Pharmaceuticals,"$26,983,948.00",981.437.4493,2017-02-08
CL-1872,Aerospace Systems,Retail,"$44,455,060",+1-984-605-3814,01/02/2024
CL-1873,Energy Systems,Insurance,31698761,510.579.3375,1669106079
CL-1874,Energy Partners,Aerospace,55234848,562-861-3292,21/03/25
CL-1875,Manufacturing Solutions Inc,Construction,58377856,+1-533-771-4267,2016-12-20
CL-1876,Manufacturing Systems,Finance,97806412,247-999-7390,2019-03-11
CL-1877,Telecommunications Holdings Corp,Technology,39149420,337.967.2212,05/08/24
CL-1878,Retail International,Aerospace,"""59,822,422.00""",786.759.5271,02-Feb-2023
CL-1879,Transportation Group LLC,Banking,"$44,119,744",+1-671-570-6456,02/08/2020
CL-1880,Pharmaceuticals Partners,Healthcare,54191556,249.741.1987,19/10/2016
CL-1881,Technology International,Real Estate,"€86,144,216",(277) 778-2509,01/02/2025
CL-1882,Retail Solutions Inc,Pharmaceuticals,38160179,(956) 355-6413,13/08/2020
CL-1883,Aerospace Holdings Corp,Energy,84710220,219.208.4690,20/07/2016
CL-1884,Pharmaceuticals Systems,Real Estate,"€78,099,818",+1-790-356-4094,2021-11-11
CL-1885,Automotive Group LLC,Construction,"""47,777,508.00""",+1-522-435-4421,23/01/25
CL-1886,Finance Partners,Automotive,51346941,961-957-4417,21/07/25
CL-1887,Construction Solutions Inc,Aerospace,"24,501,092",+1-941-728-2993,27/02/2020
CL-1888,Retail Group LLC,Energy,69036333,461-720-2834,1634805279
CL-1889,Technology Solutions Inc,Manufacturing,"$88,510,205",918-286-7384,20/06/22
CL-1890,Automotive Group LLC,Aerospace,"€21,905,527",(681) 980-1638,07/04/2024
CL-1891,Finance Group LLC,Energy,"€21,317,946",+1-385-573-2792,1499502879
CL-1892,Manufacturing Solutions Inc,Aerospace,45504189,235-952-3364,09/07/25
CL-1893,Transportation Group LLC,Manufacturing,"$57,355,725.00",687-675-7800,1738658079
CL-1894,Manufacturing Systems,Finance,"€50,067,682",933-298-8828,16/12/18
CL-1895,Finance Group LLC,Insurance,13722389,+1-489-829-2724,18-Oct-2017
CL-1896,Telecommunications International,Telecommunications,18677427,(583) 877-3379,28/02/22
CL-1897,Automotive Group LLC,Pharmaceuticals,"$54,252,708.00",785.692.8927,22/03/22
CL-1898,Telecommunications Partners,Technology,"38,487,708",545.545.4052,2018-06-28
CL-1899,Healthcare Holdings Corp,Technology,"87,207,066",329-296-4721,21-Jul-2025
CL-1900,Telecommunications Solutions Inc,Energy,"25,509,818",(399) 345-4634,19/05/2021
CL-1901,Insurance International,Automotive,"€73,404,720",+1-743-370-7135,04/04/23
CL-1902,Construction Group LLC,Energy,"""7,564,881.00""",599-734-7901,2021-05-06
CL-1903,Telecommunications Systems,Banking,"29,018,594",808-268-1970,12/08/17
CL-1904,Energy Partners,Pharmaceuticals,"""26,953,856.00""",+1-272-431-5525,1674117279
CL-1905,Manufacturing Solutions Inc,Insurance,"70,876,471",+1-305-990-8718,08/05/2022
CL-1906,Healthcare Systems,Finance,37521017,461-315-8643,19/05/25
CL-1907,Banking International,Healthcare,"€49,660,554",706-918-8085,18-Feb-2023
CL-1908,Energy Systems,Manufacturing,"$48,870,268.00",+1-303-930-8955,27-Nov-2024
CL-1909,Aerospace International,Telecommunications,"€82,420,209",(591) 243-2766,08-Jan-2020
CL-1910,Construction Partners,Energy,47614414,(671) 787-9564,01/08/18
CL-1911,Pharmaceuticals Holdings Corp,Automotive,"$40,228,733.00",946.667.5153,20-Mar-2021
CL-1912,Real Estate Systems,Manufacturing,"22,554,308",989-760-6273,2023-06-29
CL-1913,Telecommunications Systems,Aerospace,"""43,484,493.00""",303-939-2481,1468830879
CL-1914,Banking Partners,Construction,46231541,+1-570-972-3608,20/10/2016
CL-1915,Pharmaceuticals International,Banking,"$76,151,359",+1-607-833-2244,21/10/19
CL-1916,Energy Group LLC,Manufacturing,"€14,908,449",500.828.2346,12/05/2016
CL-1917,Real Estate Group LLC,Automotive,"$33,930,552",+1-650-863-4538,10/01/2016
CL-1918,Telecommunications International,Energy,"$26,801,896",731-794-7547,1616229279
CL-1919,Transportation Group LLC,Transportation,"$73,527,114.00",+1-909-337-6270,01/11/2021
CL-1920,Healthcare International,Manufacturing,"€97,651,024",918-860-4669,07/12/2021
CL-1921,Energy Solutions Inc,Aerospace,3968249,772.865.1942,24-Jul-2019
CL-1922,Technology Systems,Aerospace,96779406,641-921-3184,19/02/2019
CL-1923,Aerospace International,Retail,"20,358,634",(897) 800-6152,2017-03-31
CL-1924,Energy Systems,Telecommunications,"$99,322,047",+1-815-992-3938,28-Aug-2023
CL-1925,Aerospace Systems,Energy,"€55,703,681",+1-685-341-6624,1627202079
CL-1926,Finance Holdings Corp,Healthcare,"""27,925,055.00""",862.848.2336,2023-04-19
CL-1927,Automotive Systems,Telecommunications,"$13,816,494.00",741.212.1076,2023-12-13
CL-1928,Aerospace Partners,Pharmaceuticals,"""72,835,206.00""",299.899.3534,23/05/2023
CL-1929,Aerospace Solutions Inc,Automotive,"""17,144,121.00""",+1-498-310-6718,1476434079
CL-1930,Aerospace Holdings Corp,Finance,89380763,658.319.2072,1568190879
CL-1931,Manufacturing Solutions Inc,Automotive,"89,538,069",301.732.2490,26/11/2017
CL-1932,Finance Partners,Manufacturing,40320311,(613) 645-7177,25-Oct-2018
CL-1933,Energy Holdings Corp,Aerospace,"€39,546,517",(915) 256-9643,12-Mar-2017
CL-1934,Automotive Holdings Corp,Automotive,"26,265,012",+1-253-900-8107,2021-11-23
CL-1935,Retail Systems,Transportation,"$10,792,992",(707) 411-1255,2017-10-31
CL-1936,Energy Group LLC,Finance,"$54,949,988",345.813.5033,03-May-2025
CL-1937,Construction Partners,Energy,"$38,324,162",(997) 699-5152,1463906079
CL-1938,Pharmaceuticals Solutions Inc,Healthcare,22330395,268.387.9797,19-Dec-2016
CL-1939,Construction International,Technology,"$15,561,556.00",604-406-2417,1492763679
CL-1940,Retail Solutions Inc,Healthcare,"€25,760,262",269.447.8142,25/11/2024
CL-1941,Retail Group LLC,Insurance,"$6,873,085.00",+1-356-549-5109,1560846879
CL-1942,Telecommunications Solutions Inc,Technology,"$25,691,117",(543) 873-8190,21/10/2018
CL-1943,Manufacturing Solutions Inc,Telecommunications,92907311,+1-730-747-1286,09/02/25
CL-1944,Energy Solutions Inc,Automotive,8840669,+1-987-780-2960,2016-09-18
CL-1945,Energy Holdings Corp,Pharmaceuticals,"€52,911,006",443.899.9037,18/10/20
CL-1946,Manufacturing Group LLC,Transportation,"€39,502,168",+1-378-597-5214,11-Sep-2018
CL-1947,Energy Systems,Real Estate,"$31,465,492",841-561-4409,1619771679
CL-1948,Manufacturing Holdings Corp,Manufacturing,"18,866,349",+1-410-451-4554,23/09/2017
