matter_id,client_ref,title,practice_area,opened_on,lead_attorney,estimated_value
MAT-2022,CL-2022,Transportation Systems v. ACME Corp - Employment Dispute,Regulatory,1732091680,Ayesha Khan,"29,808"
MAT-2023,CL-2023,Energy International - Contract Breach,Employment,2024-04-03,James Wilson,18152
MAT-2024,CL-2024,Real Estate International - Master Services Agreement Negotiation,Tax,2024-02-28,Ayesha Khan,"€38,729"
MAT-2025,CL-2025,Telecommunications Holdings Corp - Contract Breach,Corporate,19-Feb-2022,Robert Taylor,"28,525"
MAT-2026,CL-2026,Retail International - Master Services Agreement Negotiation,Litigation,06/11/25,Sarah Chen,46K
MAT-2027,CL-2027,Aerospace Solutions Inc - Contract Breach,Litigation,23-Nov-2024,Hannah Lee,22828
MAT-2028,CL-2028,Transportation Group LLC - Regulatory Inquiry,Employment,04-Oct-2022,Daniel Park,17K
MAT-2029,CL-2029,Healthcare Partners - Contract Breach,M&A,09/12/23,James Wilson,43K
MAT-2030,CL-2030,Manufacturing Solutions Inc - Contract Breach,Contracts,15-Mar-2023,Ayesha Khan,"$32,080.00"
MAT-2031,CL-2031,Manufacturing Holdings Corp - Regulatory Inquiry,Contracts,13/03/2024,Sarah Chen,8762
MAT-2032,CL-2032,Manufacturing Holdings Corp - Contract Breach,Immigration,06/09/2024,Mark Thompson,15174
MAT-2033,CL-2033,Finance Group LLC - Regulatory Inquiry,Employment,11-Jun-2022,Daniel Park,28704
MAT-2034,CL-2034,Banking International v. ACME Corp - Employment Dispute,Environmental,26-Dec-2024,Hannah Lee,"7,158"
MAT-2035,CL-2035,Telecommunications Solutions Inc - Master Services Agreement Negotiation,Contracts,16/06/2024,Emily Davis,35203
MAT-2036,CL-2036,Banking Solutions Inc - Contract Breach,Environmental,10-Nov-2022,Daniel Park,40290
MAT-2037,CL-2037,Finance Holdings Corp - Master Services Agreement Negotiation,Tax,13/10/25,Robert Taylor,"""33,724.00"""
MAT-2038,CL-2038,Insurance Holdings Corp - Contract Breach,Corporate,20/09/2023,Sarah Chen,"$44,817"
MAT-2039,CL-2039,Real Estate International v. ACME Corp - Employment Dispute,IP,1652517280,Robert Taylor,18786
MAT-2040,CL-2040,Telecommunications Partners v. ACME Corp - Employment Dispute,Litigation,13/12/22,Daniel Park,26K
MAT-2041,CL-2041,Real Estate Group LLC - Contract Breach,Corporate,1663576480,Hannah Lee,17082
MAT-2042,CL-2042,Real Estate Holdings Corp - Contract Breach,Regulatory,31/01/24,Hannah Lee,"€15,409"
MAT-2043,CL-2043,Automotive Holdings Corp - Regulatory Inquiry,Corporate,27-Apr-2021,Emily Davis,36036
MAT-2044,CL-2044,Retail Holdings Corp v. ACME Corp - Employment Dispute,Regulatory,1719822880,Ayesha Khan,33208
MAT-2045,CL-2045,Insurance International - Contract Breach,Litigation,2024-03-31,Mark Thompson,10K
MAT-2046,CL-2046,Banking International - Contract Breach,Corporate,1675758880,Hannah Lee,39075
MAT-2047,CL-2047,Retail Solutions Inc v. ACME Corp - Employment Dispute,M&A,13/07/2022,Lina Gomez,6245
MAT-2048,CL-2048,Construction Solutions Inc v. ACME Corp - Employment Dispute,Immigration,07/06/22,Sarah Chen,"€32,334"
MAT-2049,CL-2049,Aerospace International - Regulatory Inquiry,M&A,2021-02-25,Daniel Park,47976
MAT-2050,CL-2050,Manufacturing International - Contract Breach,Immigration,28-Mar-2025,Daniel Park,42965
MAT-2051,CL-2051,Healthcare Systems - Regulatory Inquiry,Environmental,1622277280,Mark Thompson,47K
MAT-2052,CL-2052,Manufacturing Solutions Inc - Master Services Agreement Negotiation,Regulatory,30/10/22,Robert Taylor,10967
MAT-2053,CL-2053,Energy International v. ACME Corp - Employment Dispute,Corporate,2025-05-19,Ayesha Khan,16821
MAT-2054,CL-2054,Insurance Systems v. ACME Corp - Employment Dispute,Regulatory,2025-05-12,Robert Taylor,14955
MAT-2055,CL-2055,Pharmaceuticals Systems - Master Services Agreement Negotiation,Corporate,10/02/2022,Ayesha Khan,24076
MAT-2056,CL-2056,Finance Partners - Master Services Agreement Negotiation,Employment,2023-03-14,Hannah Lee,17K
MAT-2057,CL-2057,Pharmaceuticals Systems - Master Services Agreement Negotiation,Corporate,13/11/2024,Michael Brown,12K
MAT-2058,CL-2058,Technology Systems - Contract Breach,IP,1747298080,Ayesha Khan,36K
MAT-2059,CL-2059,Transportation Solutions Inc - Master Services Agreement Negotiation,IP,2021-12-31,Daniel Park,11894
MAT-2060,CL-2060,Transportation Systems - Regulatory Inquiry,Litigation,25/04/2021,Ayesha Khan,"$24,269"
MAT-2061,CL-2061,Construction Holdings Corp - Contract Breach,Regulatory,2021-07-22,Emily Davis,"""12,453.00"""
MAT-2062,CL-2062,Construction Group LLC - Master Services Agreement Negotiation,Tax,2023-06-24,Lina Gomez,12K
MAT-2063,CL-2063,Insurance Solutions Inc - Regulatory Inquiry,Immigration,09/11/2025,Michael Brown,36629
MAT-2064,CL-2064,Pharmaceuticals Systems - Regulatory Inquiry,M&A,2025-08-28,Daniel Park,48K
MAT-2065,CL-2065,Insurance Partners - Master Services Agreement Negotiation,Regulatory,27/05/22,Lina Gomez,"$16,712.00"
MAT-2066,CL-2066,Technology Systems - Regulatory Inquiry,IP,2023-10-26,Daniel Park,16662
MAT-2067,CL-2067,Energy Solutions Inc - Contract Breach,Contracts,14-Nov-2024,James Wilson,30K
MAT-2068,CL-2068,Telecommunications Holdings Corp - Regulatory Inquiry,IP,1749026080,Hannah Lee,12K
MAT-2069,CL-2069,Healthcare Group LLC - Regulatory Inquiry,Litigation,1735288480,Lina Gomez,15975
MAT-2070,CL-2070,Banking International - Contract Breach,Employment,2023-09-02,Mark Thompson,38130
MAT-2071,CL-2071,Telecommunications Solutions Inc - Regulatory Inquiry,Immigration,14/10/21,Sarah Chen,44177
MAT-2072,CL-2072,Finance Group LLC - Contract Breach,Litigation,1674894880,Ayesha Khan,21815
MAT-2073,CL-2073,Finance Group LLC - Master Services Agreement Negotiation,IP,16-Dec-2024,Hannah Lee,"$45,290.00"
MAT-2074,CL-2074,Transportation Solutions Inc - Master Services Agreement Negotiation,Litigation,29-Apr-2022,Ayesha Khan,23541
MAT-2075,CL-2075,Construction Solutions Inc - Master Services Agreement Negotiation,Environmental,2024-05-05,Emily Davis,8974
MAT-2076,CL-2076,Technology International v. ACME Corp - Employment Dispute,Litigation,17/12/22,Daniel Park,"37,886"
MAT-2077,CL-2077,Healthcare Partners - Master Services Agreement Negotiation,Corporate,01/06/2023,Michael Brown,"""20,249.00"""
MAT-2078,CL-2078,Insurance Holdings Corp - Master Services Agreement Negotiation,Tax,28/02/23,Robert Taylor,5K
MAT-2079,CL-2079,Transportation International v. ACME Corp - Employment Dispute,Tax,22/05/2024,Sarah Chen,"$7,643"
MAT-2080,CL-2080,Healthcare Partners - Contract Breach,Litigation,12/06/25,Daniel Park,15K
MAT-2081,CL-2081,Transportation International - Regulatory Inquiry,Environmental,23/07/2024,Michael Brown,40946
MAT-2082,CL-2082,Technology International - Master Services Agreement Negotiation,Immigration,2025-03-09,Ayesha Khan,28658
MAT-2083,CL-2083,Transportation International - Contract Breach,Regulatory,06/10/2025,Lina Gomez,17808
MAT-2084,CL-2084,Banking Holdings Corp v. ACME Corp - Employment Dispute,Environmental,12-Sep-2025,Robert Taylor,"$6,931.00"
MAT-2085,CL-2085,Retail Holdings Corp - Contract Breach,Litigation,1752914080,Mark Thompson,46K
MAT-2086,CL-2086,Pharmaceuticals Solutions Inc - Contract Breach,Employment,23-Aug-2025,Michael Brown,22K
MAT-2087,CL-2087,Pharmaceuticals Systems - Contract Breach,Corporate,20/10/22,Emily Davis,17795
MAT-2088,CL-2088,Retail Partners v. ACME Corp - Employment Dispute,Tax,11/10/2025,Robert Taylor,46597
MAT-2089,CL-2089,Pharmaceuticals Group LLC - Master Services Agreement Negotiation,Regulatory,2022-03-26,Emily Davis,"$42,850.00"
MAT-2090,CL-2090,Retail International - Contract Breach,Litigation,1676190880,Sarah Chen,35K
MAT-2091,CL-2091,Transportation Solutions Inc - Contract Breach,Litigation,1717230880,Hannah Lee,6K
MAT-2092,CL-2092,Banking International - Contract Breach,Contracts,2023-05-25,Mark Thompson,25081
MAT-2093,CL-2093,Energy Systems - Regulatory Inquiry,IP,16/12/2020,Hannah Lee,"$48,612.00"
MAT-2094,CL-2094,Manufacturing Partners - Contract Breach,Litigation,1710578080,Ayesha Khan,38K
MAT-2095,CL-2095,Healthcare Solutions Inc - Regulatory Inquiry,Contracts,31/01/2021,James Wilson,14K
MAT-2096,CL-2096,Technology Systems v. ACME Corp - Employment Dispute,Environmental,08/12/2022,Hannah Lee,39349
MAT-2097,CL-2097,Finance Systems - Regulatory Inquiry,Litigation,14/02/2023,Emily Davis,35053
MAT-2098,CL-2098,Manufacturing Partners - Contract Breach,Regulatory,28/12/21,James Wilson,"€49,856"
MAT-2099,CL-2099,Retail Group LLC - Contract Breach,IP,22/07/24,Robert Taylor,48K
MAT-2100,CL-2100,Healthcare Group LLC - Contract Breach,Immigration,16-Aug-2021,Lina Gomez,23755
MAT-2101,CL-2101,Energy Solutions Inc - Regulatory Inquiry,Tax,20-Aug-2022,Ayesha Khan,25K
MAT-2102,CL-2102,Construction Partners - Contract Breach,Regulatory,1750926880,Robert Taylor,48352
MAT-2103,CL-2103,Banking Group LLC - Regulatory Inquiry,Tax,2024-01-19,Ayesha Khan,20K
MAT-2104,CL-2104,Retail Group LLC - Master Services Agreement Negotiation,Contracts,20/02/21,Daniel Park,"$31,936"
MAT-2105,CL-2105,Finance Group LLC - Regulatory Inquiry,IP,1718267680,Mark Thompson,11020
MAT-2106,CL-2106,Finance Systems - Contract Breach,M&A,04/12/24,James Wilson,18K
MAT-2107,CL-2107,Banking Group LLC - Regulatory Inquiry,Corporate,1607675680,Hannah Lee,"$17,776.00"
MAT-2108,CL-2108,Technology Holdings Corp v. ACME Corp - Employment Dispute,M&A,17/11/23,Lina Gomez,"""12,680.00"""
MAT-2109,CL-2109,Aerospace Solutions Inc - Master Services Agreement Negotiation,Contracts,26-Jun-2025,Mark Thompson,"35,617"
MAT-2110,CL-2110,Pharmaceuticals Holdings Corp - Contract Breach,M&A,21/01/24,Robert Taylor,47K
MAT-2111,CL-2111,Retail Holdings Corp v. ACME Corp - Employment Dispute,Immigration,1637483680,Emily Davis,16K
MAT-2112,CL-2112,Energy International - Regulatory Inquiry,Employment,2025-07-02,James Wilson,45897
MAT-2113,CL-2113,Construction International v. ACME Corp - Employment Dispute,Tax,11-Dec-2024,Robert Taylor,48K
MAT-2114,CL-2114,Insurance Group LLC - Regulatory Inquiry,Environmental,10/06/23,Emily Davis,21592
MAT-2115,CL-2115,Pharmaceuticals Systems - Contract Breach,Environmental,2022-12-16,Robert Taylor,29553
MAT-2116,CL-2116,Technology Solutions Inc v. ACME Corp - Employment Dispute,IP,25-Apr-2023,Daniel Park,12813
MAT-2117,CL-2117,Retail Systems v. ACME Corp - Employment Dispute,Immigration,11/02/21,Ayesha Khan,36464
MAT-2118,CL-2118,Technology International - Regulatory Inquiry,IP,23/04/23,James Wilson,22044
MAT-2119,CL-2119,Aerospace Systems v. ACME Corp - Employment Dispute,Immigration,17/02/25,Mark Thompson,"€31,509"
MAT-2120,CL-2120,Aerospace Holdings Corp v. ACME Corp - Employment Dispute,Immigration,2024-12-22,Sarah Chen,18K
MAT-2121,CL-2121,Retail Group LLC - Contract Breach,Corporate,2023-07-14,Daniel Park,43688
MAT-2122,CL-2122,Healthcare Solutions Inc - Contract Breach,Corporate,28-May-2022,Robert Taylor,20882
MAT-2123,CL-2123,Automotive Solutions Inc - Contract Breach,Contracts,1672821280,Mark Thompson,44172
MAT-2124,CL-2124,Technology International v. ACME Corp - Employment Dispute,Corporate,26-Feb-2021,Mark Thompson,33689
MAT-2125,CL-2125,Healthcare Solutions Inc v. ACME Corp - Employment Dispute,Employment,29/12/24,Mark Thompson,"$5,145.00"
MAT-2126,CL-2126,Insurance Partners - Master Services Agreement Negotiation,IP,29/06/24,Daniel Park,17K
MAT-2127,CL-2127,Healthcare Holdings Corp - Regulatory Inquiry,Immigration,2021-06-29,Sarah Chen,46869
MAT-2128,CL-2128,Energy Partners - Master Services Agreement Negotiation,Immigration,08/12/2020,Sarah Chen,22319
MAT-2129,CL-2129,Energy Partners - Contract Breach,Litigation,1614155680,Daniel Park,45K
MAT-2130,CL-2130,Manufacturing Holdings Corp v. ACME Corp - Employment Dispute,Tax,2021-01-04,Emily Davis,15743
MAT-2131,CL-2131,Technology Holdings Corp v. ACME Corp - Employment Dispute,M&A,1715416480,Mark Thompson,13K
MAT-2132,CL-2132,Transportation International - Contract Breach,Tax,13/03/2021,Ayesha Khan,16113
MAT-2133,CL-2133,Manufacturing International - Regulatory Inquiry,Litigation,08/11/2023,Robert Taylor,39K
MAT-2134,CL-2134,Pharmaceuticals Partners - Contract Breach,M&A,1707381280,Michael Brown,33K
MAT-2135,CL-2135,Pharmaceuticals International - Regulatory Inquiry,Immigration,05-Aug-2022,Hannah Lee,6881
MAT-2136,CL-2136,Insurance Group LLC - Regulatory Inquiry,Environmental,1647851680,Michael Brown,"$30,555.00"
MAT-2137,CL-2137,Insurance Partners v. ACME Corp - Employment Dispute,M&A,10/09/2025,Mark Thompson,43K
MAT-2138,CL-2138,Telecommunications Group LLC - Master Services Agreement Negotiation,Immigration,22/02/2024,Mark Thompson,23398
MAT-2139,CL-2139,Aerospace Holdings Corp - Master Services Agreement Negotiation,Litigation,04-Oct-2021,Sarah Chen,13K
MAT-2140,CL-2140,Real Estate Partners - Contract Breach,Corporate,16/05/2022,Robert Taylor,32887
MAT-2141,CL-2141,Finance Group LLC - Contract Breach,Litigation,1644914080,Lina Gomez,30742
MAT-2142,CL-2142,Energy Partners - Master Services Agreement Negotiation,Contracts,07/08/25,Mark Thompson,37794
MAT-2143,CL-2143,Automotive International v. ACME Corp - Employment Dispute,Contracts,2024-03-05,Sarah Chen,"$11,801"
MAT-2144,CL-2144,Finance Solutions Inc - Master Services Agreement Negotiation,Litigation,10/04/2024,Robert Taylor,37880
MAT-2145,CL-2145,Finance Systems - Regulatory Inquiry,Litigation,29-Oct-2023,Sarah Chen,27044
MAT-2146,CL-2146,Banking International v. ACME Corp - Employment Dispute,Tax,1629448480,Michael Brown,"€7,494"
MAT-2147,CL-2147,Finance Holdings Corp - Contract Breach,Litigation,31-Aug-2024,Michael Brown,21K
MAT-2148,CL-2148,Aerospace Group LLC - Regulatory Inquiry,Contracts,29/06/2025,James Wilson,"""16,176.00"""
MAT-2149,CL-2149,Real Estate Solutions Inc - Master Services Agreement Negotiation,Tax,06-Mar-2021,Robert Taylor,10393
MAT-2150,CL-2150,Technology Holdings Corp - Regulatory Inquiry,Tax,14/09/2021,Robert Taylor,"€45,708"
MAT-2151,CL-2151,Transportation Group LLC - Contract Breach,Litigation,29/09/2024,Hannah Lee,37K
MAT-2152,CL-2152,Telecommunications Holdings Corp - Regulatory Inquiry,IP,31-Jul-2025,Hannah Lee,48566
MAT-2153,CL-2153,Manufacturing Group LLC v. ACME Corp - Employment Dispute,Tax,03/08/2025,Daniel Park,10877
MAT-2154,CL-2154,Real Estate Group LLC - Contract Breach,Contracts,1739262880,Lina Gomez,41977
MAT-2155,CL-2155,Pharmaceuticals Group LLC - Regulatory Inquiry,Immigration,1752395680,James Wilson,49K
MAT-2156,CL-2156,Pharmaceuticals Group LLC v. ACME Corp - Employment Dispute,Regulatory,06-Jan-2025,James Wilson,32K
MAT-2157,CL-2157,Telecommunications Holdings Corp v. ACME Corp - Employment Dispute,Corporate,18-Oct-2025,Hannah Lee,8902
MAT-2158,CL-2158,Transportation International v. ACME Corp - Employment Dispute,Corporate,2024-10-09,Ayesha Khan,31K
MAT-2159,CL-2159,Transportation Group LLC - Regulatory Inquiry,Tax,20/02/2023,Emily Davis,34K
MAT-2160,CL-2160,Banking Systems - Regulatory Inquiry,Corporate,15/07/2022,James Wilson,"$48,188.00"
MAT-2161,CL-2161,Aerospace Group LLC - Contract Breach,Employment,2025-07-19,Robert Taylor,10572
MAT-2162,CL-2162,Automotive Systems v. ACME Corp - Employment Dispute,Regulatory,2023-02-02,Daniel Park,24K
MAT-2163,CL-2163,Banking Holdings Corp - Contract Breach,M&A,2023-07-26,Ayesha Khan,8K
MAT-2164,CL-2164,Telecommunications Systems - Contract Breach,Regulatory,2024-09-02,Mark Thompson,41262
MAT-2165,CL-2165,Insurance Holdings Corp - Regulatory Inquiry,Employment,1661934880,Daniel Park,32230
MAT-2166,CL-2166,Retail International - Contract Breach,Tax,1722155680,Michael Brown,"""27,417.00"""
MAT-2167,CL-2167,Real Estate Systems - Master Services Agreement Negotiation,Litigation,24/01/2024,Lina Gomez,18K
MAT-2168,CL-2168,Banking Holdings Corp v. ACME Corp - Employment Dispute,Litigation,2024-10-14,Lina Gomez,"$12,277"
MAT-2169,CL-2169,Manufacturing Group LLC v. ACME Corp - Employment Dispute,Environmental,13/09/22,Ayesha Khan,29K
MAT-2170,CL-2170,Manufacturing Solutions Inc - Regulatory Inquiry,Environmental,03/11/24,Hannah Lee,17K
MAT-2171,CL-2171,Telecommunications Solutions Inc v. ACME Corp - Employment Dispute,Employment,1648715680,Lina Gomez,27043
MAT-2172,CL-2172,Construction Holdings Corp - Contract Breach,Corporate,2025-10-27,Lina Gomez,14084
MAT-2173,CL-2173,Technology Group LLC - Master Services Agreement Negotiation,M&A,15/02/2024,Mark Thompson,24461
MAT-2174,CL-2174,Telecommunications Group LLC v. ACME Corp - Employment Dispute,Contracts,25-Jul-2023,Mark Thompson,41863
MAT-2175,CL-2175,Retail International - Regulatory Inquiry,Tax,18/05/2023,Robert Taylor,8573
MAT-2176,CL-2176,Retail Systems - Contract Breach,Corporate,31/01/24,Robert Taylor,16067
MAT-2177,CL-2177,Real Estate Group LLC v. ACME Corp - Employment Dispute,Contracts,07/10/21,Ayesha Khan,38242
MAT-2178,CL-2178,Banking Group LLC - Regulatory Inquiry,Employment,27/10/2023,Hannah Lee,40K
MAT-2179,CL-2179,Transportation Systems v. ACME Corp - Employment Dispute,Employment,2022-03-01,Robert Taylor,44K
MAT-2180,CL-2180,Banking International - Master Services Agreement Negotiation,Litigation,27-Aug-2022,Robert Taylor,43K
MAT-2181,CL-2181,Real Estate Holdings Corp v. ACME Corp - Employment Dispute,M&A,30/06/23,Lina Gomez,26065
MAT-2182,CL-2182,Construction Systems v. ACME Corp - Employment Dispute,IP,06/07/25,Lina Gomez,16K
MAT-2183,CL-2183,Real Estate Systems v. ACME Corp - Employment Dispute,Corporate,1669365280,Michael Brown,26642
MAT-2184,CL-2184,Banking Partners - Contract Breach,Immigration,2023-04-14,Robert Taylor,44K
MAT-2185,CL-2185,Retail International - Master Services Agreement Negotiation,M&A,1684744480,Sarah Chen,45374
MAT-2186,CL-2186,Retail Solutions Inc - Regulatory Inquiry,Litigation,2021-10-02,Daniel Park,"€37,997"
MAT-2187,CL-2187,Healthcare Group LLC - Master Services Agreement Negotiation,Employment,17/03/23,Michael Brown,46K
MAT-2188,CL-2188,Transportation International - Regulatory Inquiry,Corporate,2022-02-22,Daniel Park,11K
MAT-2189,CL-2189,Insurance International - Contract Breach,M&A,25/09/21,Daniel Park,43K
MAT-2190,CL-2190,Pharmaceuticals International v. ACME Corp - Employment Dispute,Employment,15-Dec-2020,Sarah Chen,"$27,940"
MAT-2191,CL-2191,Construction Group LLC - Regulatory Inquiry,Litigation,15/04/22,Lina Gomez,"37,953"
MAT-2192,CL-2192,Technology Systems - Master Services Agreement Negotiation,Tax,1704702880,Emily Davis,28K
MAT-2193,CL-2193,Automotive Systems v. ACME Corp - Employment Dispute,Immigration,21-Dec-2023,Mark Thompson,"""35,677.00"""
MAT-2194,CL-2194,Healthcare Partners - Contract Breach,Corporate,05/02/2021,Mark Thompson,32170
MAT-2195,CL-2195,Banking Group LLC - Regulatory Inquiry,Environmental,1690187680,Ayesha Khan,30428
MAT-2196,CL-2196,Insurance Holdings Corp v. ACME Corp - Employment Dispute,Litigation,1608453280,Robert Taylor,25551
MAT-2197,CL-2197,Finance Solutions Inc v. ACME Corp - Employment Dispute,Regulatory,17/08/22,Ayesha Khan,"$32,218"
MAT-2198,CL-2198,Insurance Systems - Regulatory Inquiry,Litigation,20/01/2023,Mark Thompson,29457
MAT-2199,CL-2199,Telecommunications Holdings Corp - Regulatory Inquiry,Environmental,18/06/2025,Hannah Lee,47K
MAT-2200,CL-2200,Healthcare Holdings Corp - Contract Breach,M&A,18/03/2021,Emily Davis,42K
MAT-2201,CL-2201,Aerospace Solutions Inc - Contract Breach,Tax,10/09/2021,Robert Taylor,17989
MAT-2202,CL-2202,Automotive Solutions Inc - Contract Breach,IP,04-Jan-2025,James Wilson,46089
MAT-2203,CL-2203,Technology Partners - Regulatory Inquiry,Corporate,04/01/2021,Robert Taylor,16824
MAT-2204,CL-2204,Insurance International - Regulatory Inquiry,Corporate,04/03/25,Lina Gomez,5283
MAT-2205,CL-2205,Automotive International - Master Services Agreement Negotiation,Corporate,1637483680,Robert Taylor,12248
MAT-2206,CL-2206,Retail International - Contract Breach,Environmental,2022-09-20,Mark Thompson,"20,972"
MAT-2207,CL-2207,Technology Group LLC - Contract Breach,Litigation,13/05/21,Ayesha Khan,5290
MAT-2208,CL-2208,Technology Partners v. ACME Corp - Employment Dispute,IP,10/11/24,Sarah Chen,32K
MAT-2209,CL-2209,Construction Group LLC v. ACME Corp - Employment Dispute,Litigation,15-May-2023,Michael Brown,30K
MAT-2210,CL-2210,Technology Holdings Corp - Master Services Agreement Negotiation,Immigration,2021-06-06,Lina Gomez,5122
MAT-2211,CL-2211,Retail International - Regulatory Inquiry,Regulatory,16/04/23,Hannah Lee,6K
MAT-2212,CL-2212,Aerospace International - Contract Breach,Contracts,18/03/24,Michael Brown,18K
MAT-2213,CL-2213,Healthcare Partners - Contract Breach,Regulatory,19/03/2021,James Wilson,10K
MAT-2214,CL-2214,Aerospace Holdings Corp - Master Services Agreement Negotiation,Contracts,22-Jul-2024,Daniel Park,33K
MAT-2215,CL-2215,Real Estate Solutions Inc - Master Services Agreement Negotiation,Corporate,18/03/22,Hannah Lee,41K
MAT-2216,CL-2216,Energy Solutions Inc - Regulatory Inquiry,Employment,1747989280,Mark Thompson,37K
MAT-2217,CL-2217,Telecommunications International - Contract Breach,IP,1651826080,Ayesha Khan,"$32,780"
MAT-2218,CL-2218,Telecommunications Group LLC - Regulatory Inquiry,Environmental,24/03/23,Lina Gomez,"$38,234"
MAT-2219,CL-2219,Automotive Holdings Corp v. ACME Corp - Employment Dispute,Litigation,11/01/23,Robert Taylor,27K
MAT-2220,CL-2220,Pharmaceuticals Systems - Regulatory Inquiry,Tax,23-Aug-2025,Robert Taylor,48767
MAT-2221,CL-2221,Transportation Partners v. ACME Corp - Employment Dispute,Tax,2024-09-10,James Wilson,46480
MAT-2222,CL-2222,Transportation International v. ACME Corp - Employment Dispute,Contracts,09-Oct-2021,Lina Gomez,13266
MAT-2223,CL-2223,Technology Systems v. ACME Corp - Employment Dispute,Employment,2022-05-18,Robert Taylor,"""8,108.00"""
MAT-2224,CL-2224,Technology Group LLC - Master Services Agreement Negotiation,Immigration,21/10/22,Michael Brown,"€34,889"
MAT-2225,CL-2225,Finance Solutions Inc v. ACME Corp - Employment Dispute,Litigation,2024-04-29,Hannah Lee,"40,508"
MAT-2226,CL-2226,Insurance International - Regulatory Inquiry,Contracts,01/02/23,Robert Taylor,38K
MAT-2227,CL-2227,Insurance International v. ACME Corp - Employment Dispute,Employment,1743237280,James Wilson,43476
MAT-2228,CL-2228,Technology Holdings Corp - Regulatory Inquiry,M&A,1748853280,Robert Taylor,"""31,211.00"""
MAT-2229,CL-2229,Healthcare Partners - Regulatory Inquiry,Corporate,2025-02-23,James Wilson,13K
MAT-2230,CL-2230,Telecommunications Group LLC - Master Services Agreement Negotiation,Litigation,12-Dec-2021,Lina Gomez,"13,587"
MAT-2231,CL-2231,Energy International v. ACME Corp - Employment Dispute,Environmental,1731054880,Lina Gomez,25961
MAT-2232,CL-2232,Real Estate Holdings Corp - Contract Breach,Employment,2022-11-17,Ayesha Khan,27495
MAT-2233,CL-2233,Banking International v. ACME Corp - Employment Dispute,Environmental,1641198880,Mark Thompson,"€43,950"
MAT-2234,CL-2234,Energy Systems - Regulatory Inquiry,Immigration,14/02/2025,Ayesha Khan,"$41,983"
MAT-2235,CL-2235,Technology Holdings Corp v. ACME Corp - Employment Dispute,IP,1662107680,Mark Thompson,"$10,699.00"
MAT-2236,CL-2236,Finance Solutions Inc v. ACME Corp - Employment Dispute,Corporate,1665218080,Mark Thompson,48K
MAT-2237,CL-2237,Construction Holdings Corp - Master Services Agreement Negotiation,Immigration,2022-12-02,Michael Brown,33727
MAT-2238,CL-2238,Telecommunications International - Regulatory Inquiry,IP,2022-05-13,Ayesha Khan,41082
MAT-2239,CL-2239,Energy Systems - Contract Breach,IP,1655282080,Robert Taylor,"$30,953"
MAT-2240,CL-2240,Insurance Partners - Contract Breach,Contracts,19-Oct-2024,Daniel Park,19650
MAT-2241,CL-2241,Technology Systems - Contract Breach,Corporate,2023-07-24,James Wilson,5K
MAT-2242,CL-2242,Energy Partners v. ACME Corp - Employment Dispute,IP,24/08/23,James Wilson,"37,137"
MAT-2243,CL-2243,Insurance Partners v. ACME Corp - Employment Dispute,Tax,1758616480,Michael Brown,22K
MAT-2244,CL-2244,Aerospace Systems v. ACME Corp - Employment Dispute,Regulatory,20/09/2023,Mark Thompson,"€44,124"
MAT-2245,CL-2245,Insurance Group LLC - Contract Breach,M&A,02-Nov-2022,Sarah Chen,20K
MAT-2246,CL-2246,Real Estate Holdings Corp - Master Services Agreement Negotiation,Corporate,21/03/25,Emily Davis,15540
MAT-2247,CL-2247,Transportation Partners - Contract Breach,Environmental,20-Jul-2023,Hannah Lee,13K
MAT-2248,CL-2248,Banking Solutions Inc v. ACME Corp - Employment Dispute,IP,04-Oct-2022,Daniel Park,38795
MAT-2249,CL-2249,Banking International v. ACME Corp - Employment Dispute,M&A,2025-03-26,Sarah Chen,44871
MAT-2250,CL-2250,Technology International - Master Services Agreement Negotiation,Employment,25/02/22,Robert Taylor,7K
MAT-2251,CL-2251,Manufacturing Systems - Contract Breach,Litigation,1695198880,Lina Gomez,20190
MAT-2252,CL-2252,Real Estate International - Master Services Agreement Negotiation,Corporate,13-Aug-2024,Robert Taylor,41337
MAT-2253,CL-2253,Finance Partners v. ACME Corp - Employment Dispute,Employment,1670661280,Robert Taylor,42K
MAT-2254,CL-2254,Transportation Group LLC - Regulatory Inquiry,Regulatory,22-Apr-2025,Hannah Lee,5K
MAT-2255,CL-2255,Energy Group LLC - Regulatory Inquiry,Immigration,2022-04-01,Lina Gomez,28K
MAT-2256,CL-2256,Transportation Solutions Inc v. ACME Corp - Employment Dispute,IP,2021-09-06,Ayesha Khan,"44,397"
MAT-2257,CL-2257,Healthcare Holdings Corp - Master Services Agreement Negotiation,Contracts,02/05/2024,Robert Taylor,16K
MAT-2258,CL-2258,Real Estate Holdings Corp - Regulatory Inquiry,Environmental,18/09/2025,Robert Taylor,14K
MAT-2259,CL-2259,Construction Partners - Contract Breach,Tax,1681806880,Sarah Chen,33K
MAT-2260,CL-2260,Technology Solutions Inc - Master Services Agreement Negotiation,Immigration,2024-02-15,Robert Taylor,18239
MAT-2261,CL-2261,Energy International - Contract Breach,Environmental,01/05/2021,Robert Taylor,41052
MAT-2262,CL-2262,Telecommunications Group LLC - Master Services Agreement Negotiation,M&A,1760862880,Ayesha Khan,38458
MAT-2263,CL-2263,Telecommunications International - Contract Breach,Environmental,1652517280,Ayesha Khan,5558
MAT-2264,CL-2264,Healthcare International - Master Services Agreement Negotiation,Immigration,30-Dec-2020,Hannah Lee,35K
